period,stateid,stateDescription,sectorid,sectorName,price,price-units
2018-11-01,TN,Tennessee,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,TN,Tennessee,IND,industrial,0.34307875894988066,cents per kilowatt-hour
2018-11-01,TN,Tennessee,COM,commercial,0.6414081145584725,cents per kilowatt-hour
2018-11-01,TN,Tennessee,ALL,all sectors,0.5787589498806681,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,TRA,transportation,0.4594272076372315,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,RES,residential,0.8329355608591885,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,IND,industrial,0.402744630071599,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,COM,commercial,0.5369928400954653,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,ALL,all sectors,0.5990453460620524,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,TRA,transportation,0.5930787589498806,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,IND,industrial,0.47016706443914075,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,COM,commercial,0.7464200477326968,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,ALL,all sectors,0.7553699284009546,cents per kilowatt-hour
2018-11-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,DE,Delaware,RES,residential,0.776252983293556,cents per kilowatt-hour
2018-11-01,DE,Delaware,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,DE,Delaware,IND,industrial,0.4809069212410501,cents per kilowatt-hour
2018-11-01,DE,Delaware,COM,commercial,0.6097852028639618,cents per kilowatt-hour
2018-11-01,DE,Delaware,ALL,all sectors,0.6449880668257756,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,RES,residential,0.8257756563245823,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,TRA,transportation,0.5369928400954653,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,RES,residential,0.8943914081145584,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,IND,industrial,0.5793556085918854,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,COM,commercial,0.7064439140811455,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,ALL,all sectors,0.7571599045346061,cents per kilowatt-hour
2018-11-01,MI,Michigan,TRA,transportation,0.6252983293556086,cents per kilowatt-hour
2018-11-01,MI,Michigan,RES,residential,0.8943914081145584,cents per kilowatt-hour
2018-11-01,MI,Michigan,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,MI,Michigan,IND,industrial,0.4105011933174224,cents per kilowatt-hour
2018-11-01,MI,Michigan,COM,commercial,0.6640811455847255,cents per kilowatt-hour
2018-11-01,MI,Michigan,ALL,all sectors,0.6610978520286396,cents per kilowatt-hour
2018-11-01,MD,Maryland,TRA,transportation,0.454653937947494,cents per kilowatt-hour
2018-11-01,MD,Maryland,RES,residential,0.7816229116945106,cents per kilowatt-hour
2018-11-01,MD,Maryland,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,MD,Maryland,IND,industrial,0.48031026252983294,cents per kilowatt-hour
2018-11-01,MD,Maryland,COM,commercial,0.6157517899761336,cents per kilowatt-hour
2018-11-01,MD,Maryland,ALL,all sectors,0.6784009546539378,cents per kilowatt-hour
2018-11-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,KY,Kentucky,RES,residential,0.6503579952267303,cents per kilowatt-hour
2018-11-01,KY,Kentucky,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,KY,Kentucky,IND,industrial,0.3496420047732697,cents per kilowatt-hour
2018-11-01,KY,Kentucky,COM,commercial,0.5996420047732697,cents per kilowatt-hour
2018-11-01,KY,Kentucky,ALL,all sectors,0.5137231503579951,cents per kilowatt-hour
2018-11-01,IN,Indiana,TRA,transportation,0.6521479713603818,cents per kilowatt-hour
2018-11-01,IN,Indiana,RES,residential,0.7547732696897375,cents per kilowatt-hour
2018-11-01,IN,Indiana,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-11-01,IN,Indiana,IND,industrial,0.44570405727923623,cents per kilowatt-hour
2018-11-01,IN,Indiana,COM,commercial,0.6491646778042959,cents per kilowatt-hour
2018-11-01,IN,Indiana,ALL,all sectors,0.5906921241050119,cents per kilowatt-hour
2018-11-01,IL,Illinois,TRA,transportation,0.41945107398568016,cents per kilowatt-hour
2018-11-01,IL,Illinois,RES,residential,0.8031026252983293,cents per kilowatt-hour
2018-11-01,IL,Illinois,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,NC,North Carolina,ALL,all sectors,0.5626491646778042,cents per kilowatt-hour
2018-10-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,KY,Kentucky,RES,residential,0.652744630071599,cents per kilowatt-hour
2018-10-01,KY,Kentucky,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,KY,Kentucky,IND,industrial,0.33114558472553696,cents per kilowatt-hour
2018-10-01,KY,Kentucky,COM,commercial,0.5793556085918854,cents per kilowatt-hour
2018-10-01,KY,Kentucky,ALL,all sectors,0.4982100238663484,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,TRA,transportation,0.5912887828162291,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,TRA,transportation,0.5113365155131264,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,RES,residential,0.889618138424821,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,IND,industrial,0.5841288782816229,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,COM,commercial,0.7028639618138424,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,ALL,all sectors,0.7523866348448687,cents per kilowatt-hour
2018-10-01,MI,Michigan,TRA,transportation,0.6318615751789975,cents per kilowatt-hour
2018-10-01,MI,Michigan,RES,residential,0.9128878281622911,cents per kilowatt-hour
2018-10-01,MI,Michigan,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,MI,Michigan,IND,industrial,0.4236276849642004,cents per kilowatt-hour
2018-10-01,MI,Michigan,COM,commercial,0.6670644391408114,cents per kilowatt-hour
2018-10-01,MI,Michigan,ALL,all sectors,0.6616945107398567,cents per kilowatt-hour
2018-10-01,MD,Maryland,TRA,transportation,0.46121718377088305,cents per kilowatt-hour
2018-10-01,MD,Maryland,RES,residential,0.8460620525059664,cents per kilowatt-hour
2018-10-01,MD,Maryland,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,MD,Maryland,IND,industrial,0.47136038186157514,cents per kilowatt-hour
2018-10-01,MD,Maryland,COM,commercial,0.6318615751789975,cents per kilowatt-hour
2018-10-01,MD,Maryland,ALL,all sectors,0.7034606205250595,cents per kilowatt-hour
2018-10-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,WV,West Virginia,RES,residential,0.6730310262529832,cents per kilowatt-hour
2018-10-01,WV,West Virginia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,WV,West Virginia,IND,industrial,0.36396181384248205,cents per kilowatt-hour
2018-10-01,WV,West Virginia,COM,commercial,0.5417661097852028,cents per kilowatt-hour
2018-10-01,WV,West Virginia,ALL,all sectors,0.49701670644391405,cents per kilowatt-hour
2018-10-01,VA,Virginia,TRA,transportation,0.5029832935560858,cents per kilowatt-hour
2018-10-01,VA,Virginia,RES,residential,0.7064439140811455,cents per kilowatt-hour
2018-10-01,VA,Virginia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,VA,Virginia,IND,industrial,0.41229116945107397,cents per kilowatt-hour
2018-10-01,VA,Virginia,COM,commercial,0.4922434367541766,cents per kilowatt-hour
2018-10-01,VA,Virginia,ALL,all sectors,0.5536992840095465,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,RES,residential,0.8114558472553698,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,IND,industrial,0.48806682577565624,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,COM,commercial,0.7273269689737469,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,ALL,all sectors,0.7356801909307875,cents per kilowatt-hour
2018-10-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,DE,Delaware,RES,residential,0.8233890214797136,cents per kilowatt-hour
2018-10-01,DE,Delaware,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,DE,Delaware,IND,industrial,0.4725536992840095,cents per kilowatt-hour
2018-10-01,DE,Delaware,COM,commercial,0.607398568019093,cents per kilowatt-hour
2018-10-01,DE,Delaware,ALL,all sectors,0.6581145584725536,cents per kilowatt-hour
2018-10-01,IN,Indiana,TRA,transportation,0.6414081145584725,cents per kilowatt-hour
2018-10-01,IN,Indiana,RES,residential,0.7571599045346061,cents per kilowatt-hour
2018-10-01,IN,Indiana,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,IN,Indiana,IND,industrial,0.43436754176610975,cents per kilowatt-hour
2018-10-01,IN,Indiana,COM,commercial,0.6354415274463007,cents per kilowatt-hour
2018-10-01,IN,Indiana,ALL,all sectors,0.5769689737470166,cents per kilowatt-hour
2018-10-01,IL,Illinois,TRA,transportation,0.4200477326968973,cents per kilowatt-hour
2018-10-01,IL,Illinois,RES,residential,0.8048926014319808,cents per kilowatt-hour
2018-10-01,IL,Illinois,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,IL,Illinois,IND,industrial,0.4146778042959427,cents per kilowatt-hour
2018-10-01,IL,Illinois,COM,commercial,0.5638424821002386,cents per kilowatt-hour
2018-10-01,IL,Illinois,ALL,all sectors,0.5841288782816229,cents per kilowatt-hour
2018-10-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,TN,Tennessee,RES,residential,0.6420047732696896,cents per kilowatt-hour
2018-10-01,TN,Tennessee,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,TN,Tennessee,IND,industrial,0.3305489260143198,cents per kilowatt-hour
2018-10-01,TN,Tennessee,COM,commercial,0.6133651551312648,cents per kilowatt-hour
2018-10-01,TN,Tennessee,ALL,all sectors,0.5602625298329356,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,TRA,transportation,0.4767303102625298,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,RES,residential,0.8436754176610978,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,IND,industrial,0.40334128878281617,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,COM,commercial,0.5262529832935561,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,ALL,all sectors,0.5900954653937948,cents per kilowatt-hour
2018-10-01,OH,Ohio,TRA,transportation,0.4653937947494033,cents per kilowatt-hour
2018-10-01,OH,Ohio,RES,residential,0.7583532219570406,cents per kilowatt-hour
2018-10-01,OH,Ohio,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,OH,Ohio,IND,industrial,0.41885441527446293,cents per kilowatt-hour
2018-10-01,OH,Ohio,COM,commercial,0.6139618138424819,cents per kilowatt-hour
2018-10-01,OH,Ohio,ALL,all sectors,0.587708830548926,cents per kilowatt-hour
2018-10-01,NC,North Carolina,TRA,transportation,0.4850835322195704,cents per kilowatt-hour
2018-10-01,NC,North Carolina,RES,residential,0.7010739856801909,cents per kilowatt-hour
2018-10-01,NC,North Carolina,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-10-01,NC,North Carolina,IND,industrial,0.366945107398568,cents per kilowatt-hour
2018-10-01,NC,North Carolina,COM,commercial,0.5340095465393794,cents per kilowatt-hour
2018-09-01,DE,Delaware,IND,industrial,0.4850835322195704,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,TRA,transportation,0.454653937947494,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,RES,residential,0.821599045346062,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,IND,industrial,0.3985680190930787,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,COM,commercial,0.5208830548926014,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,ALL,all sectors,0.5900954653937948,cents per kilowatt-hour
2018-09-01,OH,Ohio,TRA,transportation,0.477326968973747,cents per kilowatt-hour
2018-09-01,OH,Ohio,RES,residential,0.6939140811455847,cents per kilowatt-hour
2018-09-01,OH,Ohio,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,OH,Ohio,IND,industrial,0.4105011933174224,cents per kilowatt-hour
2018-09-01,OH,Ohio,COM,commercial,0.600835322195704,cents per kilowatt-hour
2018-09-01,OH,Ohio,ALL,all sectors,0.5710023866348448,cents per kilowatt-hour
2018-09-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,WV,West Virginia,RES,residential,0.6718377088305488,cents per kilowatt-hour
2018-09-01,WV,West Virginia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,WV,West Virginia,IND,industrial,0.3752983293556086,cents per kilowatt-hour
2018-09-01,WV,West Virginia,COM,commercial,0.5387828162291168,cents per kilowatt-hour
2018-09-01,WV,West Virginia,ALL,all sectors,0.5089498806682576,cents per kilowatt-hour
2018-09-01,VA,Virginia,TRA,transportation,0.48568019093078757,cents per kilowatt-hour
2018-09-01,VA,Virginia,RES,residential,0.7165871121718377,cents per kilowatt-hour
2018-09-01,VA,Virginia,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,VA,Virginia,IND,industrial,0.4081145584725537,cents per kilowatt-hour
2018-09-01,VA,Virginia,COM,commercial,0.4964200477326969,cents per kilowatt-hour
2018-09-01,VA,Virginia,ALL,all sectors,0.5656324582338902,cents per kilowatt-hour
2018-09-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,TN,Tennessee,RES,residential,0.6342482100238663,cents per kilowatt-hour
2018-09-01,TN,Tennessee,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,TN,Tennessee,IND,industrial,0.3412887828162291,cents per kilowatt-hour
2018-09-01,TN,Tennessee,COM,commercial,0.6211217183770883,cents per kilowatt-hour
2018-09-01,TN,Tennessee,ALL,all sectors,0.5710023866348448,cents per kilowatt-hour
2018-09-01,MI,Michigan,TRA,transportation,0.5984486873508352,cents per kilowatt-hour
2018-09-01,MI,Michigan,RES,residential,0.9134844868735083,cents per kilowatt-hour
2018-09-01,MI,Michigan,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,MI,Michigan,IND,industrial,0.41945107398568016,cents per kilowatt-hour
2018-09-01,MI,Michigan,COM,commercial,0.6479713603818614,cents per kilowatt-hour
2018-09-01,MI,Michigan,ALL,all sectors,0.665871121718377,cents per kilowatt-hour
2018-09-01,MD,Maryland,TRA,transportation,0.44809069212410496,cents per kilowatt-hour
2018-09-01,MD,Maryland,RES,residential,0.79236276849642,cents per kilowatt-hour
2018-09-01,MD,Maryland,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,MD,Maryland,IND,industrial,0.47434367541766104,cents per kilowatt-hour
2018-09-01,MD,Maryland,COM,commercial,0.6097852028639618,cents per kilowatt-hour
2018-09-01,MD,Maryland,ALL,all sectors,0.6789976133651551,cents per kilowatt-hour
2018-09-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,KY,Kentucky,RES,residential,0.6485680190930787,cents per kilowatt-hour
2018-09-01,KY,Kentucky,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,KY,Kentucky,IND,industrial,0.33830548926014314,cents per kilowatt-hour
2018-09-01,KY,Kentucky,COM,commercial,0.5889021479713603,cents per kilowatt-hour
2018-09-01,KY,Kentucky,ALL,all sectors,0.5131264916467779,cents per kilowatt-hour
2018-09-01,DE,Delaware,COM,commercial,0.5590692124105011,cents per kilowatt-hour
2018-09-01,DE,Delaware,ALL,all sectors,0.6229116945107398,cents per kilowatt-hour
2018-09-01,NC,North Carolina,TRA,transportation,0.4647971360381861,cents per kilowatt-hour
2018-09-01,NC,North Carolina,RES,residential,0.6795942720763722,cents per kilowatt-hour
2018-09-01,NC,North Carolina,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,NC,North Carolina,IND,industrial,0.4110978520286396,cents per kilowatt-hour
2018-09-01,NC,North Carolina,COM,commercial,0.5053699284009546,cents per kilowatt-hour
2018-09-01,NC,North Carolina,ALL,all sectors,0.565035799522673,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,TRA,transportation,0.5399761336515513,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,RES,residential,0.9230310262529833,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,IND,industrial,0.6121718377088304,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,COM,commercial,0.740453460620525,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,ALL,all sectors,0.8031026252983293,cents per kilowatt-hour
2018-09-01,IN,Indiana,TRA,transportation,0.6193317422434368,cents per kilowatt-hour
2018-09-01,IN,Indiana,RES,residential,0.7535799522673031,cents per kilowatt-hour
2018-09-01,IN,Indiana,OTH,other,0.5529933738952436,cents per kilowatt-hour
2018-09-01,IN,Indiana,IND,industrial,0.4379474940334128,cents per kilowatt-hour
